Time(ms),MCB1,MCB2,DATA1,DATA2
0.0,0.17647058823529704,0.1647058823529406,-1.11764705882353,-0.128104575163399
9.0,0.17647058823529704,0.1647058823529406,-1.11764705882353,-0.091503267973856
19.0,0.17647058823529704,0.05490196078431353,-1.11764705882353,-0.091503267973856
28.0,0.17647058823529704,0.05490196078431353,-1.11764705882353,-0.091503267973856
38.0,0.17647058823529704,0.1647058823529406,-1.23529411764706,-0.091503267973856
48.0,0.17647058823529704,0.1647058823529406,-1.11764705882353,-0.054901960784314
57.0,0.17647058823529704,0.05490196078431353,-1.0,-0.091503267973856
70.0,0.529411764705884,0.1647058823529406,-1.0,-0.054901960784314
79.0,0.529411764705884,0.05490196078431353,-0.647058823529413,-0.054901960784314
90.0,0.529411764705884,0.1647058823529406,-0.176470588235297,0.018300653594771
98.0,0.529411764705884,0.1647058823529406,0.058823529411766,0.091503267973856
109.0,0.882352941176471,0.1647058823529406,0.529411764705884,0.128104575163399
119.0,0.882352941176471,0.27450980392156943,1.0,0.237908496732026
128.0,1.588235294117645,0.3843137254901965,1.58823529411765,0.420915032679739
138.0,1.941176470588232,0.49411764705882355,2.05882352941176,0.603921568627453
148.0,2.294117647058826,0.7137254901960777,2.64705882352941,0.75032679738562
159.0,3.0,0.8235294117647065,3.23529411764706,1.00653594771242
167.0,3.352941176470587,0.9333333333333336,3.70588235294117,1.0797385620915
177.0,4.058823529411768,1.1529411764705877,4.41176470588236,1.3359477124183
187.0,4.764705882352942,1.3725490196078436,5.11764705882353,1.44575163398693
198.0,5.470588235294116,1.5921568627450977,5.58823529411765,1.62875816993464
206.0,6.176470588235297,1.8117647058823536,6.1764705882353,1.73856209150327
216.0,6.882352941176471,1.9215686274509807,6.76470588235294,2.14117647058824
226.0,7.235294117647058,0.8235294117647065,7.35294117647059,2.39738562091503
237.0,7.941176470588232,1.7019607843137248,8.05882352941176,2.76339869281046
246.0,8.647058823529413,2.3607843137254907,8.52941176470588,3.12941176470588
257.0,9.352941176470587,3.019607843137255,9.11764705882353,3.53202614379085
266.0,10.058823529411768,3.239215686274509,9.82352941176471,3.82483660130719
275.0,10.411764705882355,3.458823529411765,10.5294117647059,4.04444444444444
283.0,10.764705882352942,3.678431372549019,11.235294117647,4.37385620915033
293.0,11.470588235294116,4.007843137254902,11.7058823529412,4.66666666666667
303.0,11.823529411764703,4.227450980392156,12.2941176470588,4.88627450980392
313.0,12.529411764705884,4.447058823529412,13.0,5.28888888888889
322.0,13.235294117647058,4.666666666666666,13.5882352941176,5.4718954248366
332.0,13.588235294117645,4.886274509803922,14.2941176470588,5.76470588235294
342.0,14.294117647058826,5.105882352941176,14.7647058823529,5.9843137254902
352.0,15.0,5.545098039215686,15.4705882352941,6.31372549019608
364.0,15.352941176470587,5.764705882352942,16.0588235294118,6.49673202614379
374.0,16.058823529411768,5.874509803921569,16.7647058823529,6.75294117647059
383.0,16.764705882352942,6.203921568627451,17.3529411764706,7.08235294117647
394.0,17.470588235294116,6.423529411764706,17.8235294117647,7.37516339869281
403.0,17.823529411764703,6.643137254901961,18.5294117647059,7.59477124183007
413.0,18.529411764705884,6.972549019607843,18.8823529411765,7.85098039215686
424.0,18.88235294117647,7.301960784313725,19.5882352941177,8.10718954248366
432.0,19.588235294117652,7.631372549019608,20.1764705882353,8.43660130718954
443.0,20.294117647058826,7.96078431372549,20.5294117647059,8.61960784313726
453.0,20.647058823529406,8.180392156862744,21.1176470588235,8.94901960784314
462.0,21.352941176470594,8.4,21.8235294117647,9.20522875816993
472.0,22.058823529411768,8.83921568627451,22.2941176470588,9.46143790849673
482.0,22.764705882352942,9.168627450980392,22.7647058823529,9.71764705882353
491.0,23.117647058823536,9.498039215686275,23.3529411764706,9.90065359477122
501.0,23.82352941176471,9.607843137254902,23.7058823529412,10.156862745098
511.0,24.529411764705884,9.937254901960785,24.0588235294118,10.2300653594771
522.0,24.882352941176464,10.047058823529412,24.2941176470588,10.2666666666667
530.0,25.588235294117652,10.047058823529412,24.4117647058824,10.2666666666667
540.0,25.941176470588232,10.156862745098039,24.4117647058824,10.2300653594771
550.0,25.941176470588232,10.047058823529412,24.4117647058824,10.3032679738562
559.0,26.294117647058826,10.047058823529412,24.4117647058824,10.3032679738562
569.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3032679738562
579.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3398692810457
589.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3398692810457
599.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3032679738562
608.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3398692810457
618.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3032679738562
628.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3032679738562
639.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3398692810457
649.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3398692810457
659.0,26.294117647058826,10.047058823529412,24.4117647058824,10.3032679738562
668.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3398692810457
678.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3032679738562
688.0,26.294117647058826,10.156862745098039,24.4117647058824,10.3032679738562
697.0,25.941176470588232,10.156862745098039,24.4117647058824,10.3032679738562
708.0,25.588235294117652,10.156862745098039,24.4117647058824,10.3764705882353
718.0,25.235294117647058,10.156862745098039,24.4117647058824,10.3032679738562
727.0,24.882352941176464,10.156862745098039,24.2941176470588,10.3032679738562
737.0,24.882352941176464,10.266666666666666,24.1764705882353,10.3032679738562
747.0,24.17647058823529,10.266666666666666,24.1764705882353,10.3398692810457
756.0,24.17647058823529,10.266666666666666,23.9411764705882,10.3398692810457
766.0,23.470588235294116,10.156862745098039,23.9411764705882,10.3398692810457
776.0,23.470588235294116,10.156862745098039,23.7058823529412,10.2666666666667
787.0,23.117647058823536,10.156862745098039,23.4705882352941,10.2666666666667
795.0,22.764705882352942,10.156862745098039,23.235294117647,10.2300653594771
806.0,22.411764705882348,10.266666666666666,22.8823529411765,10.1934640522876
816.0,22.058823529411768,10.266666666666666,22.6470588235294,10.156862745098
826.0,22.411764705882348,10.156862745098039,22.4117647058823,10.156862745098
835.0,21.352941176470594,10.156862745098039,22.1764705882353,10.083660130719
845.0,21.352941176470594,10.156862745098039,21.7058823529412,10.1202614379085
855.0,21.0,10.047058823529412,21.3529411764706,10.0470588235294
874.0,20.647058823529406,10.047058823529412,21.0,10.0104575163399
884.0,20.647058823529406,10.156862745098039,20.6470588235294,9.97385620915032
895.0,20.294117647058826,10.156862745098039,20.2941176470588,9.97385620915032
903.0,20.294117647058826,10.156862745098039,19.9411764705882,9.93725490196078
914.0,19.941176470588232,10.156862745098039,19.8235294117647,9.90065359477124
924.0,19.588235294117652,10.156862745098039,19.4705882352942,9.93725490196077
933.0,19.588235294117652,10.156862745098039,19.3529411764706,9.82745098039216
943.0,19.235294117647058,10.156862745098039,19.0,9.82745098039215
953.0,18.88235294117647,10.047058823529412,18.6470588235294,9.68104575163398
963.0,18.88235294117647,10.156862745098039,18.5294117647059,9.57124183006536
972.0,18.529411764705884,10.047058823529412,18.2941176470588,9.49803921568627
982.0,18.529411764705884,10.156862745098039,18.0588235294118,9.3516339869281
993.0,18.176470588235297,9.937254901960785,17.8235294117647,9.31503267973856
1003.0,17.823529411764703,10.047058823529412,17.5882352941176,9.20522875816993
1011.0,17.823529411764703,10.047058823529412,17.4705882352941,9.16862745098039
1022.0,17.470588235294116,10.047058823529412,17.235294117647,9.05882352941176
1032.0,17.470588235294116,10.047058823529412,17.1176470588235,8.91241830065359
