Time(ms),MCB1,MCB2,DATA1,DATA2
0.0,0.0588235294117645,-0.0588235294117645,-0.019607843137255,0.019607843137255
10.0,0.1764705882352935,-0.0588235294117645,-0.019607843137255,-0.176470588235294
19.0,0.1764705882352935,-0.0588235294117645,0.529411764705883,-0.843137254901962
29.0,0.882352941176471,-0.0588235294117645,1.3921568627451,-1.43137254901961
40.0,2.1764705882352935,-1.7058823529411757,1.86274509803921,-2.2156862745098
49.0,3.117647058823529,-3.7058823529411757,2.80392156862745,-3.62745098039215
60.0,4.411764705882353,-4.411764705882353,4.64705882352941,-5.15686274509804
69.0,5.235294117647058,-5.352941176470589,6.05882352941176,-6.01960784313725
80.0,6.1764705882352935,-7.117647058823529,7.35294117647059,-7.19607843137255
89.0,7.470588235294118,-7.235294117647059,8.41176470588235,-8.17647058823529
98.0,8.176470588235293,-7.9411764705882355,9.07843137254902,-8.76470588235294
109.0,9.235294117647058,-10.176470588235293,9.15686274509804,-8.84313725490196
118.0,9.352941176470587,-10.647058823529413,9.27450980392157,-8.80392156862745
129.0,9.235294117647058,-10.647058823529413,9.47058823529412,-8.33333333333333
138.0,9.352941176470587,-10.176470588235293,9.90196078431374,-7.03921568627451
148.0,9.470588235294118,-5.8235294117647065,10.2549019607843,-4.76470588235294
158.0,10.176470588235293,-0.764705882352942,10.921568627451,-4.05882352941176
168.0,11.117647058823529,0.764705882352942,11.5490196078431,-3.0
178.0,11.941176470588236,-1.0,12.1372549019608,-1.19607843137255
186.0,12.411764705882353,-5.0,12.5686274509804,-0.29411764705882
196.0,12.882352941176471,-5.117647058823529,13.3529411764706,-0.254901960784311
206.0,13.352941176470589,-2.0588235294117645,13.3529411764706,-0.098039215686274
216.0,13.470588235294118,3.0,13.1960784313725,0.607843137254903
226.0,13.352941176470589,3.470588235294116,13.2745098039216,1.31372549019608
236.0,13.470588235294118,0.0588235294117645,13.3529411764706,1.58823529411765
246.0,13.470588235294118,-1.4705882352941178,13.2745098039216,2.56862745098039
256.0,13.588235294117647,-1.4705882352941178,13.2352941176471,4.88235294117647
265.0,13.352941176470589,-0.1764705882352935,12.764705882353,6.88235294117647
277.0,13.352941176470589,4.882352941176471,12.2156862745098,7.62745098039216
287.0,13.352941176470589,7.117647058823529,11.9803921568627,8.01960784313726
296.0,13.235294117647058,8.058823529411764,11.9019607843137,8.41176470588235
306.0,12.058823529411764,8.294117647058822,11.7058823529412,8.76470588235294
316.0,10.882352941176471,8.647058823529413,10.921568627451,8.84313725490196
327.0,10.529411764705882,8.764705882352942,9.27450980392157,9.07843137254902
335.0,9.705882352941178,8.882352941176471,7.98039215686274,9.43137254901962
346.0,9.117647058823529,9.588235294117649,6.92156862745098,10.3725490196078
356.0,7.823529411764706,11.235294117647058,5.70588235294118,11.1176470588235
365.0,6.1764705882352935,11.470588235294116,4.17647058823529,11.2352941176471
375.0,5.0,11.588235294117649,3.43137254901961,11.6274509803922
386.0,3.5882352941176467,11.588235294117649,2.17647058823529,12.5686274509804
